Date,Time,Product,ISIN,Reference exchange,Venue,Quantity,Price,,Local value,,Value EUR,Exchange rate,AutoFX Fee,Transaction and/or third party fees EUR,Total EUR,Order ID,
07-10-2022,09:57,ISHARES CORE MSCI EM IMI UCITS ETF USD ACC,IE00BKM4GZ66,EAM,XAMS,11,"27,2100",EUR,"-299,31",EUR,"-299,31",,"0,00",,"-299,31",fbbaf09a-587c-403b-9553-cf26448bcf8e
07-10-2022,09:48,ISHARES CORE MSCI WORLD UCITS ETF USD (ACC),IE00B4L5Y983,EAM,XAMS,38,"70,6600",EUR,"-2685,08",EUR,"-2685,08",,"0,00",,"-2685,08",60601ce5-29f3-4dd2-9ecf-eb25fc5519ba
19-09-2022,12:12,ISHARES CORE MSCI WORLD UCITS ETF USD (ACC),IE00B4L5Y983,EAM,XAMS,25,"71,3000",EUR,"-1782,50",EUR,"-1782,50",,"0,00",,"-1782,50",15e2e9b7-55b4-40e9-ab68-a63decafb182
30-08-2022,12:59,ISHARES CORE MSCI WORLD UCITS ETF USD (ACC),IE00B4L5Y983,EAM,XAMS,37,"75,1500",EUR,"-2780,55",EUR,"-2780,55",,"0,00",,"-2780,55",97b9ffc8-48a6-45f8-b5fe-47ab3024f8d0
19-08-2022,12:51,ISHARES CORE MSCI WORLD UCITS ETF USD (ACC),IE00B4L5Y983,EAM,XAMS,19,"77,7000",EUR,"-1476,30",EUR,"-1476,30",,"0,00",,"-1476,30",0ae12fb4-ea0d-4947-8717-4112bb601c25
02-08-2022,11:55,ISHARES CORE MSCI EM IMI UCITS ETF USD ACC,IE00BKM4GZ66,EAM,XAMS,10,"28,2000",EUR,"-282,00",EUR,"-282,00",,"0,00",,"-282,00",58d887b1-7fc8-4199-b61c-831caaa70e5b
02-08-2022,11:26,ISHARES CORE MSCI WORLD UCITS ETF USD (ACC),IE00B4L5Y983,EAM,XAMS,36,"74,4800",EUR,"-2681,28",EUR,"-2681,28",,"0,00",,"-2681,28",95587837-ece9-46eb-be7e-c789dff28162
05-07-2022,15:38,ISHARES CORE MSCI WORLD UCITS ETF USD (ACC),IE00B4L5Y983,EAM,XAMS,39,"68,4000",EUR,"-2667,60",EUR,"-2667,60",,"0,00",,"-2667,60",9ba0142e-c6cc-4907-bf14-6fd7c2189662
05-07-2022,15:33,ISHARES CORE MSCI EM IMI UCITS ETF USD ACC,IE00BKM4GZ66,EAM,XAMS,12,"27,7300",EUR,"-332,76",EUR,"-332,76",,"0,00",,"-332,76",321d7c51-4893-4641-a964-c84b5500801a
13-06-2022,11:35,ISHARES CORE MSCI WORLD UCITS ETF USD (ACC),IE00B4L5Y983,EAM,XAMS,29,"68,5000",EUR,"-1986,50",EUR,"-1986,50",,"0,00",,"-1986,50",6cf1f29e-601f-40a6-8dcf-e8263542545f
03-06-2022,10:08,ISHARES CORE MSCI EM IMI UCITS ETF USD ACC,IE00BKM4GZ66,EAM,XAMS,10,"29,2000",EUR,"-292,00",EUR,"-292,00",,"0,00",,"-292,00",3c08f293-5c87-49df-b32f-79d0a6edb4d6
